ASV_ID,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV2172,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2116,Eukaryota,Fungi,Ascomycota,unclassified_p__Ascomycota,unclassified_p__Ascomycota,unclassified_p__Ascomycota,unclassified_p__Ascomycota,unclassified_p__Ascomycota
ASV2741,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_urticicola
ASV2369,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_communis
ASV648,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2079,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Pithoascus,Pithoascus_ater
ASV1786,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Biatriosporaceae,Biatriospora,Biatriospora_sp
ASV2823,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_cancerae
ASV2156,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1477,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unclassified_o__Hypocreales,unclassified_o__Hypocreales,unclassified_o__Hypocreales
ASV95,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_glutinans
ASV942,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV91,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_simplicissimum
ASV1938,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_carnicolor
ASV969,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_stollii
ASV775,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,Leptospora_sp
ASV1982,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Ophiognomonia,unclassified_g__Ophiognomonia
ASV487,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Biappendiculispora,Biappendiculispora_japonica
ASV2183,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV86,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_zeae
ASV480,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,unclassified_g__Stachybotrys
ASV1013,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_brassicicola
ASV1518,Eukaryota,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Erythrobasidium_hasegawianum
ASV2204,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Microascus,Microascus_chartarum
ASV2629,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Latorua,Latorua_caligans
ASV563,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_byssoides
ASV582,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,Basidiomycota_sp
ASV2493,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Monodictys,Monodictys_arctica
ASV2398,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_neoniveus
ASV1835,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2648,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1996,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,unclassified_g__Neosetophoma
ASV2288,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermales_fam_Incertae_sedis,Leptodiscella,Leptodiscella_sp
ASV2387,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,unclassified_g__Kockovaella
ASV1161,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1617,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia_sp
ASV1674,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_zeae
ASV1791,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1198,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_candolleana
ASV2510,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Peniophorella,Peniophorella_sp
ASV1331,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1037,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Coniophora,Coniophora_eremophila
ASV1039,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Codinaea,Codinaea_acaciae
ASV1328,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_sp
ASV1141,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,unclassified_g__Trichoderma
ASV1969,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV743,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,unclassified_o__Russulales,unclassified_o__Russulales,Russulales_sp
ASV2336,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus,Lentinus_arcularius
ASV2224,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Porostereum,Porostereum_spadiceum
ASV731,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola
ASV1460,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_coremiiforme
ASV1887,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1275,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apiosordaria,Apiosordaria_effusa
ASV2210,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_indigoticum
ASV2609,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2145,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unclassified_o__Tremellodendropsidales,unclassified_o__Tremellodendropsidales,Tremellodendropsidales_sp
ASV994,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,unclassified_g__Periconia
ASV1759,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,Psilocybe_caerulipes
ASV370,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,unclassified_g__Didymella
ASV333,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1862,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1896,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_sp
ASV1179,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV410,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,unclassified_f__Mycosphaerellaceae,unclassified_f__Mycosphaerellaceae
ASV745,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Emericellopsis,Emericellopsis_terricola
ASV2427,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unclassified_f__Chaetomiaceae,unclassified_f__Chaetomiaceae
ASV2762,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unclassified_o__Agaricales,unclassified_o__Agaricales,unclassified_o__Agaricales
ASV2446,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_cothurnata
ASV2282,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria,Alfaria_ossiformis
ASV2765,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus_sp
ASV2767,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_atropunctata
ASV1681,Eukaryota,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Bensingtonia,Bensingtonia_sp
ASV2688,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma_sp
ASV1512,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2520,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon_perforatum
ASV2644,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Echria,Echria_sp
ASV2087,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Conioscyphales,unclassified_o__Conioscyphales,unclassified_o__Conioscyphales,Conioscyphales_sp
ASV1883,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,Veronaea_japonica
ASV154,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV766,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1081,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pallidocercospora,Pallidocercospora_crystallina
ASV242,Eukaryota,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Terramycetaceae,Boothiomyces,Boothiomyces_sp
ASV237,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV108,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Phialosimplex,Phialosimplex_sp
ASV27,Eukaryota,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_elongata
ASV1375,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus_sp
ASV372,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,unclassified_g__Cercospora
ASV580,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2617,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_complutensis
ASV652,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unclassified_f__Sporormiaceae,unclassified_f__Sporormiaceae
ASV2484,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_cothurnata
ASV1635,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1268,Eukaryota,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,unclassified_g__Gigaspora
ASV1083,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Chloridium_sp
ASV128,Eukaryota,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_alpina
ASV2176,Eukaryota,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,unclassified_f__Gigasporaceae,Gigasporaceae_sp
ASV871,Eukaryota,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_clarus
ASV352,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora_samala
ASV223,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV460,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus_f__Cryptococcaceae,Cryptococcus_heimaeyensis
ASV1829,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV943,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,unclassified_g__Cladosporium
ASV2716,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1615,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_radians
ASV781,Eukaryota,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_clarus
ASV1171,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1506,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unclassified_o__Tremellodendropsidales,unclassified_o__Tremellodendropsidales,Tremellodendropsidales_sp
ASV36,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,unclassified_g__Neosetophoma
ASV290,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV872,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV868,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,Psilocybe_crobula
ASV67,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_culmorum
ASV1988,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV2200,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV1504,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1527,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia_juglandis
ASV1649,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV40,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,unclassified_g__Trichoderma
ASV2580,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium_sp
ASV1838,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraplosphaeria,Tetraplosphaeria_sp
ASV875,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_simplicissimum
ASV1008,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota
ASV2239,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unclassified_g__Penicillium
ASV1998,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,unclassified_g__Knufia
ASV2476,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,unclassified_g__Exophiala
ASV2610,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Conioscyphales,Conioscyphaceae,Conioscypha,Conioscypha_sp
ASV1050,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1115,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,Ustilaginomycotina
ASV2817,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV386,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,unclassified_g__Plectosphaerella
ASV350,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,Stagonospora_sp
ASV2753,Eukaryota,Fungi,Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota,unclassified_p__Chytridiomycota
ASV1009,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Perusta,Perusta_sp
ASV1870,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_pararogersonii
ASV2138,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1844,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV50,Eukaryota,Fungi,Mucoromycota,unclassified_p__Mucoromycota,unclassified_p__Mucoromycota,unclassified_p__Mucoromycota,unclassified_p__Mucoromycota,Mucoromycota_sp
ASV2297,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,unclassified_g__Cordyceps
ASV1553,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,Basidiomycota_sp
ASV138,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,unclassified_g__Chaetomium
ASV2413,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolaceae,Sphaerobolus,Sphaerobolus_ingoldii
ASV117,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,Neonectria_candida
ASV2143,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1128,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena_stylobates
ASV501,Eukaryota,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,unclassified_f__Powellomycetaceae,Powellomycetaceae_sp
ASV478,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV2556,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apiosordaria,Apiosordaria_effusa
ASV1532,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1732,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,unclassified_g__Mrakia
ASV967,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,Psilocybe_crobula
ASV2527,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Thanatephorus_cucumeris
ASV1289,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV2542,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,unclassified_g__Psathyrella
ASV1606,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2041,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV888,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2083,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV591,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,unclassified_g__Neosetophoma
ASV2048,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1234,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon_cutaneum
ASV709,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_apala
ASV1297,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2146,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Phlebia_chrysocreas
ASV1806,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Phialosimplex,Phialosimplex_sp
ASV2583,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV2494,Eukaryota,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium_pallidum
ASV423,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,unclassified_g__Botrytis
ASV1266,Eukaryota,Fungi,Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,unclassified_p__Basidiomycota,Basidiomycota_sp
ASV2023,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Sampaiozyma,Sampaiozyma_ingeniosa
ASV2451,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Kalmanozyma,Kalmanozyma_vetiver
ASV1536,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV2366,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV1749,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,Fungi_sp
ASV1790,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_glutinans
ASV1868,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV120,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
ASV549,Eukaryota,Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi,unclassified_k__Fungi
