ASV_ID,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV690,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Peptostreptococcaceae,g__unclassified_f__Peptostreptococcaceae,s__unclassified_f__Peptostreptococcaceae
ASV2138,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__norank_o__Acidobacteriales,g__norank_f__norank_o__Acidobacteriales,s__unclassified_g__norank_f__norank_o__Acidobacteriales
ASV2743,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__unclassified_g__norank_f__norank_o__norank_c__TK10
ASV2335,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__JG30-KF-AS9,g__norank_f__JG30-KF-AS9,s__uncultured_bacterium_g__norank_f__JG30-KF-AS9
ASV1329,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__unclassified_f__Paenibacillaceae,s__unclassified_f__Paenibacillaceae
ASV1294,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__unclassified_g__Rhodococcus
ASV1287,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV770,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV1323,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae_Subgroup_1,g__norank_f__Acidobacteriaceae_Subgroup_1,s__unclassified_g__norank_f__Acidobacteriaceae_Subgroup_1
ASV1531,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Catenulisporales,f__Actinospicaceae,g__Actinospica,s__unclassified_g__Actinospica
ASV2831,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Actinoplanes,s__unclassified_g__Actinoplanes
ASV2172,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__unclassified_c__Bacilli,f__unclassified_c__Bacilli,g__unclassified_c__Bacilli,s__unclassified_c__Bacilli
ASV2832,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__AD3,o__norank_c__AD3,f__norank_o__norank_c__AD3,g__norank_f__norank_o__norank_c__AD3,s__unclassified_g__norank_f__norank_o__norank_c__AD3
ASV1956,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Subgroup_2,f__norank_o__Subgroup_2,g__norank_f__norank_o__Subgroup_2,s__uncultured_Acidobacteriaceae_bacterium_g__norank_f__norank_o__Subgroup_2
ASV1556,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__norank_f__Ilumatobacteraceae,s__unclassified_g__norank_f__Ilumatobacteraceae
ASV1316,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__unclassified_f__Xanthomonadaceae,s__unclassified_f__Xanthomonadaceae
ASV2142,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__unclassified_f__Alcaligenaceae,s__unclassified_f__Alcaligenaceae
ASV812,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Afipia,s__unclassified_g__Afipia
ASV752,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Mizugakiibacter,s__uncultured_bacterium_g__Mizugakiibacter
ASV810,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__TK10
ASV260,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Amycolatopsis,s__unclassified_g__Amycolatopsis
ASV1050,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__norank_f__Ktedonobacteraceae,s__uncultured_soil_bacterium_g__norank_f__Ktedonobacteraceae
ASV662,d__Bacteria,k__norank_d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__uncultured_Myxococcales_bacterium_g__Haliangium
ASV460,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__Ellin516,s__unclassified_g__Ellin516
ASV2678,d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadota,c__Longimicrobia,o__Longimicrobiales,f__Longimicrobiaceae,g__norank_f__Longimicrobiaceae,s__uncultured_bacterium_g__norank_f__Longimicrobiaceae
ASV1307,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__unclassified_g__norank_f__Pedosphaeraceae
ASV259,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Kutzneria,s__unclassified_g__Kutzneria
ASV1855,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV1019,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__norank_f__Neisseriaceae,s__uncultured_beta_proteobacterium_g__norank_f__Neisseriaceae
ASV2850,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Subgroup_2,f__norank_o__Subgroup_2,g__norank_f__norank_o__Subgroup_2,s__uncultured_Holophaga_sp._g__norank_f__norank_o__Subgroup_2
ASV542,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__norank_f__Ktedonobacteraceae,s__unclassified_g__norank_f__Ktedonobacteraceae
ASV1003,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,s__uncultured_Alphaproteobacteria_bacterium_g__Inquilinus
ASV223,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria
ASV2480,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia-Shigella,s__Oryza_sativa_Indica_Group_long-grained_rice_g__Escherichia-Shigella
ASV1821,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV1701,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1423,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV1672,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aureimonas,s__unclassified_g__Aureimonas
ASV3081,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aureimonas,s__Aureimonas_phyllosphaerae
ASV1669,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aureimonas,s__unclassified_g__Aureimonas
ASV1848,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas_sp._LBS8
ASV1697,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,s__unclassified_g__Spirosoma
ASV3445,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV1408,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV2078,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1658,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aureimonas,s__unclassified_g__Aureimonas
ASV1660,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV876,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1662,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aureimonas,s__unclassified_g__Aureimonas
ASV1664,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides
ASV1667,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__unclassified_p__Proteobacteria,o__unclassified_p__Proteobacteria,f__unclassified_p__Proteobacteria,g__unclassified_p__Proteobacteria,s__unclassified_p__Proteobacteria
ASV1671,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
ASV271,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV829,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__unclassified_f__Erwiniaceae,s__unclassified_f__Erwiniaceae
ASV1705,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__unclassified_f__Micrococcaceae,s__unclassified_f__Micrococcaceae
ASV775,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylovirgula,s__uncultured_bacterium_g__Methylovirgula
ASV140,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__norank_f__Xanthobacteraceae,s__uncultured_proteobacterium_g__norank_f__Xanthobacteraceae
ASV1911,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__unclassified_g__Bradyrhizobium
ASV1903,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__unclassified_g__norank_f__67-14
ASV760,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84
ASV1977,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia
ASV106,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__uncultured_Rubrobacteria_bacterium_g__Gaiella
ASV2133,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV2134,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__norank_o__Acidobacteriales,g__norank_f__norank_o__Acidobacteriales,s__unclassified_g__norank_f__norank_o__Acidobacteriales
ASV2135,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV342,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,g__Acidibacter,s__unclassified_g__Acidibacter
ASV1525,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__unclassified_g__Bradyrhizobium
ASV438,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__Candidatus_Solibacter,s__unclassified_g__Candidatus_Solibacter
ASV1282,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia
ASV1565,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__JG36-TzT-191,f__norank_o__JG36-TzT-191,g__norank_f__norank_o__JG36-TzT-191,s__uncultured_bacterium_g__norank_f__norank_o__JG36-TzT-191
ASV739,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,g__Acidibacter,s__unclassified_g__Acidibacter
ASV1500,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__unclassified_g__Bryobacter
ASV2141,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia
ASV1576,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__unclassified_f__Rhodanobacteraceae,s__unclassified_f__Rhodanobacteraceae
ASV2145,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Amnibacterium,s__unclassified_g__Amnibacterium
ASV784,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__unclassified_f__Acetobacteraceae,s__unclassified_f__Acetobacteraceae
ASV567,d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__Gemmatimonadetes_bacterium_WY71
ASV997,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae_Subgroup_1,g__unclassified_f__Acidobacteriaceae_Subgroup_1,s__unclassified_f__Acidobacteriaceae_Subgroup_1
ASV1332,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__unclassified_f__Rhodanobacteraceae,s__unclassified_f__Rhodanobacteraceae
ASV233,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__JG30-KF-AS9,g__norank_f__JG30-KF-AS9,s__uncultured_bacterium_g__norank_f__JG30-KF-AS9
ASV2160,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Thermoactinomycetales,f__Thermoactinomycetaceae,g__Novibacillus,s__Novibacillus_thermophilus
ASV1045,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__unclassified_g__norank_f__norank_o__Gaiellales
ASV2161,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__AD3,o__norank_c__AD3,f__norank_o__norank_c__AD3,g__norank_f__norank_o__norank_c__AD3,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__AD3
ASV1299,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus_Koribacter,s__unclassified_g__Candidatus_Koribacter
ASV2171,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__unclassified_f__Paenibacillaceae,s__unclassified_f__Paenibacillaceae
ASV703,d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__unclassified_g__Gemmatimonas
ASV584,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__unclassified_f__Microbacteriaceae,s__unclassified_f__Microbacteriaceae
ASV2181,d__Bacteria,k__norank_d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Subgroup_2,f__norank_o__Subgroup_2,g__norank_f__norank_o__Subgroup_2,s__unclassified_g__norank_f__norank_o__Subgroup_2
ASV1319,d__Bacteria,k__norank_d__Bacteria,p__Armatimonadota,c__Fimbriimonadia,o__Fimbriimonadales,f__Fimbriimonadaceae,g__norank_f__Fimbriimonadaceae,s__unclassified_g__norank_f__Fimbriimonadaceae
ASV694,d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__TK10
ASV2185,d__Bacteria,k__norank_d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__Pajaroellobacter,s__unclassified_g__Pajaroellobacter
ASV1007,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__1174-901-12,s__unclassified_g__1174-901-12
ASV1818,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV1819,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1820,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__unclassified_p__Proteobacteria,o__unclassified_p__Proteobacteria,f__unclassified_p__Proteobacteria,g__unclassified_p__Proteobacteria,s__unclassified_p__Proteobacteria
ASV1184,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
ASV1822,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__unclassified_p__Proteobacteria,o__unclassified_p__Proteobacteria,f__unclassified_p__Proteobacteria,g__unclassified_p__Proteobacteria,s__unclassified_p__Proteobacteria
ASV1823,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__unclassified_p__Proteobacteria,o__unclassified_p__Proteobacteria,f__unclassified_p__Proteobacteria,g__unclassified_p__Proteobacteria,s__unclassified_p__Proteobacteria
ASV1824,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__unclassified_o__Rhizobiales,g__unclassified_o__Rhizobiales,s__unclassified_o__Rhizobiales
ASV1825,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__unclassified_g__Microbacterium
ASV1826,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aureimonas,s__unclassified_g__Aureimonas
ASV1827,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__unclassified_p__Proteobacteria,o__unclassified_p__Proteobacteria,f__unclassified_p__Proteobacteria,g__unclassified_p__Proteobacteria,s__unclassified_p__Proteobacteria
ASV1828,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__unclassified_p__Proteobacteria,o__unclassified_p__Proteobacteria,f__unclassified_p__Proteobacteria,g__unclassified_p__Proteobacteria,s__unclassified_p__Proteobacteria
ASV1829,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV1348,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1830,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV1831,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV1832,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV1833,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__unclassified_g__Microbacterium
ASV1834,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV1835,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV1836,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter
ASV1837,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
ASV1351,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1839,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV1840,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__unclassified_f__Alcaligenaceae,s__unclassified_f__Alcaligenaceae
ASV1841,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
ASV1842,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1354,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__unclassified_f__Microbacteriaceae,s__unclassified_f__Microbacteriaceae
ASV1622,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__unclassified_p__Proteobacteria,o__unclassified_p__Proteobacteria,f__unclassified_p__Proteobacteria,g__unclassified_p__Proteobacteria,s__unclassified_p__Proteobacteria
ASV1843,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,s__unclassified_g__Spirosoma
ASV1844,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV1845,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Salinisphaerales,f__Solimonadaceae,g__Nevskia,s__unclassified_g__Nevskia
ASV1846,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__unclassified_g__Massilia
ASV1847,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
ASV1849,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__unclassified_g__Corynebacterium
ASV1850,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Leuconostoc,s__unclassified_g__Leuconostoc
